product_id,product_name,category,product_type,brand,price_myr,description,frame_material,frame_shape,frame_color,gender,uv_protection,polarized,lens_color,frame_style,lens_type,lens_feature,lens_duration,multifocal,store_location,city,stock_status,rating,bestseller,new_arrival
P0308,Gentle Monster Luxe Sunglasses 308,Sunglasses,Luxury Sunglasses,Versace,1113.15,Luxury sunglasses with UV protection,titanium,aviator,gold,women,yes,yes,gradient,square,single vision,mirror coating,1 year,no,Melawati Mall,Kuala Lumpur,in_stock,4.6,yes,yes
P0309,Tom Ford Luxe Sunglasses 309,Sunglasses,Luxury Sunglasses,Tom Ford,853.09,Luxury sunglasses with UV protection,titanium,square,silver,women,yes,yes,brown,round,plano,mirror coating,3+ years,no,Mitsui Outlet Park,Sepang,in_stock,4.1,no,yes
P0310,Burberry Luxe Sunglasses 310,Sunglasses,Luxury Sunglasses,Acuvue,1126.18,Luxury sunglasses with UV protection,metal,rectangle,silver,women,yes,yes,green,square,plano,mirror coating,2 years,no,Aeon Mall Nilai,Nilai,in_stock,4.6,no,no
P0311,Gentle Monster Luxe Sunglasses 311,Sunglasses,Luxury Sunglasses,Gentle Monster,692.24,Luxury sunglasses with UV protection,titanium,round,brown,women,yes,no,brown,round,plano,mirror coating,3+ years,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.7,no,no
P0312,Gucci Luxe Sunglasses 312,Sunglasses,Luxury Sunglasses,Acuvue,1105.63,Luxury sunglasses with UV protection,metal,square,gold,men,yes,no,brown,oversized,single vision,mirror coating,3+ years,no,Mitsui Outlet Park,Sepang,in_stock,4.1,yes,yes
P0313,Oakley Luxe Sunglasses 313,Sunglasses,Luxury Sunglasses,Bottega Veneta,785.21,Luxury sunglasses with UV protection,metal,rectangle,gold,unisex,yes,yes,gradient,aviator,plano,polarized coating,3+ years,no,Mitsui Outlet Park,Sepang,in_stock,4.0,yes,yes
P0314,Prada Luxe Sunglasses 314,Sunglasses,Luxury Sunglasses,Saint Laurent,533.07,Luxury sunglasses with UV protection,acetate,cat-eye,silver,unisex,yes,yes,black,aviator,plano,polarized coating,3+ years,no,Aeon Mall Nilai,Nilai,in_stock,4.4,no,no
P0315,Versace Luxe Sunglasses 315,Sunglasses,Luxury Sunglasses,Oliver Peoples,880.67,Luxury sunglasses with UV protection,titanium,square,brown,unisex,yes,no,brown,square,plano,hydrophobic coating,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.5,yes,yes
P0316,Gentle Monster Luxe Sunglasses 316,Sunglasses,Luxury Sunglasses,Prada,486.86,Luxury sunglasses with UV protection,acetate,cat-eye,brown,unisex,yes,no,brown,aviator,plano,mirror coating,3+ years,no,Mitsui Outlet Park,Sepang,in_stock,4.4,yes,yes
P0317,Projekt Produkt Luxe Sunglasses 317,Sunglasses,Luxury Sunglasses,Prada,1121.59,Luxury sunglasses with UV protection,titanium,round,silver,unisex,yes,no,black,aviator,plano,hydrophobic coating,2 years,no,Aeon Mall Nilai,Nilai,low_stock,4.2,no,no
P0318,Bottega Veneta Luxe Sunglasses 318,Sunglasses,Luxury Sunglasses,Oliver Peoples,507.11,Luxury sunglasses with UV protection,metal,square,black,women,yes,no,black,oversized,single vision,polarized coating,2 years,no,Melawati Mall,Kuala Lumpur,in_stock,4.6,yes,yes
P0319,Gentle Monster Luxe Sunglasses 319,Sunglasses,Luxury Sunglasses,Burberry,950.21,Luxury sunglasses with UV protection,metal,rectangle,tortoise,men,yes,yes,gradient,square,plano,mirror coating,3+ years,no,Aeon Mall Nilai,Nilai,low_stock,4.8,no,no
P0320,Gentle Monster Luxe Sunglasses 320,Sunglasses,Luxury Sunglasses,Burberry,730.58,Luxury sunglasses with UV protection,titanium,rectangle,gold,women,yes,no,black,square,single vision,polarized coating,3+ years,no,Melawati Mall,Kuala Lumpur,low_stock,4.7,no,yes
P0321,Versace Luxe Sunglasses 321,Sunglasses,Luxury Sunglasses,Bossini,1026.49,Luxury sunglasses with UV protection,acetate,round,gold,unisex,yes,no,black,aviator,single vision,polarized coating,2 years,no,Aeon Mall Nilai,Nilai,in_stock,4.4,yes,yes
P0322,Projekt Produkt Luxe Sunglasses 322,Sunglasses,Luxury Sunglasses,Oliver Peoples,470.51,Luxury sunglasses with UV protection,metal,square,tortoise,men,yes,yes,gradient,round,plano,polarized coating,2 years,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.6,yes,yes
P0323,Bossini Luxe Sunglasses 323,Sunglasses,Luxury Sunglasses,Gucci,561.37,Luxury sunglasses with UV protection,titanium,cat-eye,tortoise,men,yes,yes,brown,oversized,plano,polarized coating,2 years,no,Mitsui Outlet Park,Sepang,in_stock,4.3,yes,yes
P0324,Dior Luxe Sunglasses 324,Sunglasses,Luxury Sunglasses,Gentle Monster,682.5,Luxury sunglasses with UV protection,metal,rectangle,brown,men,yes,yes,green,aviator,single vision,anti-reflective,1 year,no,Aeon Mall Nilai,Nilai,low_stock,4.7,no,no
P0325,Versace Luxe Sunglasses 325,Sunglasses,Luxury Sunglasses,Burberry,763.81,Luxury sunglasses with UV protection,metal,cat-eye,black,women,yes,yes,gradient,aviator,plano,polarized coating,1 year,no,Melawati Mall,Kuala Lumpur,in_stock,4.5,no,yes
P0326,Bausch & Lomb Luxe Sunglasses 326,Sunglasses,Luxury Sunglasses,Dior,955.35,Luxury sunglasses with UV protection,metal,cat-eye,silver,men,yes,no,gradient,round,plano,mirror coating,1 year,no,Melawati Mall,Kuala Lumpur,in_stock,4.4,no,yes
P0327,Versace Luxe Sunglasses 327,Sunglasses,Luxury Sunglasses,Versace,1040.13,Luxury sunglasses with UV protection,metal,aviator,brown,unisex,yes,yes,black,oversized,progressive,mirror coating,1 year,yes,Mitsui Outlet Park,Sepang,low_stock,4.1,no,yes
P0328,Projekt Produkt Luxe Sunglasses 328,Sunglasses,Luxury Sunglasses,Oakley,682.83,Luxury sunglasses with UV protection,titanium,aviator,gold,unisex,yes,yes,gradient,oversized,progressive,mirror coating,1 year,yes,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.7,no,yes
P0329,Burberry Luxe Sunglasses 329,Sunglasses,Luxury Sunglasses,Versace,1069.07,Luxury sunglasses with UV protection,metal,square,black,men,yes,yes,gradient,aviator,single vision,mirror coating,3+ years,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.8,no,no
P0330,Dior Luxe Sunglasses 330,Sunglasses,Luxury Sunglasses,Projekt Produkt,546.3,Luxury sunglasses with UV protection,titanium,aviator,silver,men,yes,yes,green,round,plano,polarized coating,2 years,no,Mitsui Outlet Park,Sepang,low_stock,4.8,yes,no
P0331,Tom Ford Luxe Sunglasses 331,Sunglasses,Luxury Sunglasses,Bossini,1181.21,Luxury sunglasses with UV protection,titanium,cat-eye,silver,women,yes,yes,green,oversized,single vision,hydrophobic coating,3+ years,no,Mitsui Outlet Park,Sepang,low_stock,4.5,no,no
P0332,Tom Ford Luxe Sunglasses 332,Sunglasses,Luxury Sunglasses,Bausch & Lomb,610.28,Luxury sunglasses with UV protection,metal,rectangle,brown,women,yes,no,brown,round,single vision,anti-reflective,2 years,no,Melawati Mall,Kuala Lumpur,low_stock,4.2,no,no
P0333,Dior Luxe Sunglasses 333,Sunglasses,Luxury Sunglasses,Bossini,543.91,Luxury sunglasses with UV protection,acetate,cat-eye,gold,men,yes,no,brown,round,plano,photochromic,1 year,no,Mitsui Outlet Park,Sepang,low_stock,4.2,yes,no
P0334,Tom Ford Luxe Sunglasses 334,Sunglasses,Luxury Sunglasses,Oliver Peoples,799.68,Luxury sunglasses with UV protection,titanium,cat-eye,brown,unisex,yes,no,gradient,square,single vision,mirror coating,1 year,no,Aeon Mall Nilai,Nilai,low_stock,4.5,yes,no
P0335,Tom Ford Luxe Sunglasses 335,Sunglasses,Luxury Sunglasses,Saint Laurent,572.37,Luxury sunglasses with UV protection,metal,rectangle,black,women,yes,no,black,square,plano,polarized coating,1 year,no,Aeon Mall Nilai,Nilai,low_stock,4.5,no,no
P0336,Oliver Peoples Luxe Sunglasses 336,Sunglasses,Luxury Sunglasses,Bottega Veneta,680.87,Luxury sunglasses with UV protection,titanium,cat-eye,gold,unisex,yes,yes,black,square,plano,hydrophobic coating,3+ years,no,Aeon Mall Nilai,Nilai,low_stock,4.6,no,no
P0337,Gentle Monster Luxe Sunglasses 337,Sunglasses,Luxury Sunglasses,RayBan,771.0,Luxury sunglasses with UV protection,acetate,square,tortoise,women,yes,no,green,aviator,plano,polarized coating,1 year,no,Aeon Mall Nilai,Nilai,in_stock,4.3,no,no
P0338,Dior Luxe Sunglasses 338,Sunglasses,Luxury Sunglasses,Gentle Monster,617.0,Luxury sunglasses with UV protection,metal,aviator,brown,unisex,yes,no,gradient,oversized,plano,polarized coating,2 years,no,Melawati Mall,Kuala Lumpur,in_stock,4.8,yes,yes
P0339,Cartier Luxe Sunglasses 339,Sunglasses,Luxury Sunglasses,Burberry,533.53,Luxury sunglasses with UV protection,acetate,round,black,women,yes,yes,green,round,plano,polarized coating,3+ years,no,Melawati Mall,Kuala Lumpur,in_stock,4.1,yes,yes
P0340,RayBan Luxe Sunglasses 340,Sunglasses,Luxury Sunglasses,Versace,597.92,Luxury sunglasses with UV protection,metal,rectangle,gold,men,yes,yes,green,aviator,single vision,photochromic,3+ years,no,Mitsui Outlet Park,Sepang,low_stock,4.8,no,no
P0341,Bausch & Lomb Luxe Sunglasses 341,Sunglasses,Luxury Sunglasses,Dior,838.84,Luxury sunglasses with UV protection,acetate,cat-eye,gold,unisex,yes,no,gradient,square,progressive,mirror coating,1 year,yes,Mitsui Outlet Park,Sepang,low_stock,4.4,yes,yes
P0342,RayBan Luxe Sunglasses 342,Sunglasses,Luxury Sunglasses,Persol,729.76,Luxury sunglasses with UV protection,acetate,aviator,black,men,yes,yes,black,square,plano,photochromic,1 year,no,Mitsui Outlet Park,Sepang,low_stock,4.5,no,no
P0343,Gucci Luxe Sunglasses 343,Sunglasses,Luxury Sunglasses,Oliver Peoples,1038.37,Luxury sunglasses with UV protection,titanium,square,black,unisex,yes,no,brown,round,single vision,photochromic,1 year,no,Melawati Mall,Kuala Lumpur,low_stock,4.4,yes,no
P0344,Versace Luxe Sunglasses 344,Sunglasses,Luxury Sunglasses,Dior,463.37,Luxury sunglasses with UV protection,titanium,square,brown,unisex,yes,no,black,square,progressive,polarized coating,1 year,yes,Mitsui Outlet Park,Sepang,low_stock,4.2,yes,yes
P0345,RayBan Luxe Sunglasses 345,Sunglasses,Luxury Sunglasses,Bottega Veneta,909.51,Luxury sunglasses with UV protection,titanium,rectangle,tortoise,unisex,yes,no,brown,square,plano,hydrophobic coating,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.1,yes,yes
P0346,RayBan Luxe Sunglasses 346,Sunglasses,Luxury Sunglasses,Dior,500.03,Luxury sunglasses with UV protection,metal,round,gold,men,yes,yes,green,round,plano,mirror coating,2 years,no,Aeon Mall Nilai,Nilai,in_stock,4.3,no,no
P0347,Bossini Luxe Sunglasses 347,Sunglasses,Luxury Sunglasses,Saint Laurent,664.2,Luxury sunglasses with UV protection,acetate,round,tortoise,women,yes,yes,gradient,oversized,plano,mirror coating,3+ years,no,Melawati Mall,Kuala Lumpur,in_stock,4.8,no,no
P0348,Bottega Veneta Luxe Sunglasses 348,Sunglasses,Luxury Sunglasses,Versace,707.84,Luxury sunglasses with UV protection,metal,square,black,men,yes,no,green,oversized,plano,polarized coating,2 years,no,Aeon Mall Nilai,Nilai,low_stock,4.4,no,no
P0349,Saint Laurent Luxe Sunglasses 349,Sunglasses,Luxury Sunglasses,Bausch & Lomb,816.74,Luxury sunglasses with UV protection,metal,rectangle,tortoise,men,yes,no,green,oversized,single vision,hydrophobic coating,2 years,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.2,no,no
P0350,Tom Ford Luxe Sunglasses 350,Sunglasses,Luxury Sunglasses,Dior,867.76,Luxury sunglasses with UV protection,metal,square,black,men,yes,no,brown,square,plano,polarized coating,1 year,no,Aeon Mall Nilai,Nilai,in_stock,4.2,no,yes
P0351,Comfort Contact Lens 351,Contact Lenses,Contact Lenses,Acuvue,88.37,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,UV blocking,daily,yes,Melawati Mall,Kuala Lumpur,in_stock,4.4,no,no
P0352,Comfort Contact Lens 352,Contact Lenses,Contact Lenses,Acuvue,82.99,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,monthly,no,Mitsui Outlet Park,Sepang,in_stock,4.2,yes,no
P0353,Comfort Contact Lens 353,Contact Lenses,Contact Lenses,Bausch & Lomb,155.98,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,UV blocking,monthly,yes,Mitsui Outlet Park,Sepang,in_stock,4.4,no,no
P0354,Comfort Contact Lens 354,Contact Lenses,Contact Lenses,Acuvue,89.64,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,UV blocking,daily,no,Melawati Mall,Kuala Lumpur,low_stock,4.7,no,no
P0355,Comfort Contact Lens 355,Contact Lenses,Contact Lenses,Bausch & Lomb,182.71,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,extended wear comfort,daily,no,Aeon Mall Nilai,Nilai,in_stock,4.3,yes,no
P0356,Comfort Contact Lens 356,Contact Lenses,Contact Lenses,Bausch & Lomb,187.2,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,daily,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.3,no,yes
P0357,Comfort Contact Lens 357,Contact Lenses,Contact Lenses,Acuvue,86.13,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,hydrogel technology,daily,yes,Aeon Mall Nilai,Nilai,in_stock,4.2,no,yes
P0358,Comfort Contact Lens 358,Contact Lenses,Contact Lenses,Acuvue,159.94,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,monthly,no,Aeon Mall Nilai,Nilai,low_stock,4.0,yes,yes
P0359,Comfort Contact Lens 359,Contact Lenses,Contact Lenses,Acuvue,171.8,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,extended wear comfort,daily,no,Aeon Mall Nilai,Nilai,in_stock,4.3,no,no
P0360,Comfort Contact Lens 360,Contact Lenses,Contact Lenses,Bausch & Lomb,154.06,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,daily,no,Aeon Mall Nilai,Nilai,in_stock,4.8,yes,yes
P0361,Comfort Contact Lens 361,Contact Lenses,Contact Lenses,Bausch & Lomb,106.52,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,extended wear comfort,daily,yes,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.6,no,no
P0362,Comfort Contact Lens 362,Contact Lenses,Contact Lenses,Acuvue,103.35,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,extended wear comfort,daily,no,Mitsui Outlet Park,Sepang,low_stock,4.5,no,no
P0363,Comfort Contact Lens 363,Contact Lenses,Contact Lenses,Bausch & Lomb,198.28,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,moisture retention,monthly,no,Melawati Mall,Kuala Lumpur,low_stock,4.5,yes,no
P0364,Comfort Contact Lens 364,Contact Lenses,Contact Lenses,Bausch & Lomb,214.63,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,hydrogel technology,monthly,no,Melawati Mall,Kuala Lumpur,in_stock,4.6,no,yes
P0365,Comfort Contact Lens 365,Contact Lenses,Contact Lenses,Bausch & Lomb,80.92,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,moisture retention,daily,yes,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.0,no,yes
P0366,Comfort Contact Lens 366,Contact Lenses,Contact Lenses,Acuvue,144.45,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,UV blocking,daily,yes,Aeon Mall Nilai,Nilai,low_stock,4.3,yes,yes
P0367,Comfort Contact Lens 367,Contact Lenses,Contact Lenses,Bausch & Lomb,92.87,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,extended wear comfort,monthly,yes,Melawati Mall,Kuala Lumpur,in_stock,4.6,no,yes
P0368,Comfort Contact Lens 368,Contact Lenses,Contact Lenses,Acuvue,163.33,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,oxygen permeable,monthly,yes,Mitsui Outlet Park,Sepang,low_stock,4.1,yes,no
P0369,Comfort Contact Lens 369,Contact Lenses,Contact Lenses,Bausch & Lomb,138.31,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,UV blocking,daily,yes,Melawati Mall,Kuala Lumpur,in_stock,4.5,no,yes
P0370,Comfort Contact Lens 370,Contact Lenses,Contact Lenses,Acuvue,124.7,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,daily,no,Melawati Mall,Kuala Lumpur,in_stock,4.1,no,no
P0371,Comfort Contact Lens 371,Contact Lenses,Contact Lenses,Acuvue,140.47,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,oxygen permeable,monthly,yes,Aeon Mall Nilai,Nilai,in_stock,4.3,no,yes
P0372,Comfort Contact Lens 372,Contact Lenses,Contact Lenses,Bausch & Lomb,91.91,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,extended wear comfort,monthly,yes,Mitsui Outlet Park,Sepang,in_stock,4.4,yes,no
P0373,Comfort Contact Lens 373,Contact Lenses,Contact Lenses,Acuvue,158.56,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,hydrogel technology,daily,yes,Mitsui Outlet Park,Sepang,in_stock,4.2,no,no
P0374,Comfort Contact Lens 374,Contact Lenses,Contact Lenses,Acuvue,174.04,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,moisture retention,monthly,no,Aeon Mall Nilai,Nilai,low_stock,4.2,no,yes
P0375,Comfort Contact Lens 375,Contact Lenses,Contact Lenses,Acuvue,218.27,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,extended wear comfort,monthly,yes,Melawati Mall,Kuala Lumpur,low_stock,4.0,yes,yes
P0376,Comfort Contact Lens 376,Contact Lenses,Contact Lenses,Acuvue,186.08,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,daily,yes,Melawati Mall,Kuala Lumpur,in_stock,4.2,yes,no
P0377,Comfort Contact Lens 377,Contact Lenses,Contact Lenses,Bausch & Lomb,177.13,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,hydrogel technology,daily,no,Aeon Mall Nilai,Nilai,low_stock,4.4,no,yes
P0378,Comfort Contact Lens 378,Contact Lenses,Contact Lenses,Acuvue,156.5,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,monthly,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.6,yes,no
P0379,Comfort Contact Lens 379,Contact Lenses,Contact Lenses,Bausch & Lomb,103.84,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,extended wear comfort,monthly,yes,Aeon Mall Nilai,Nilai,low_stock,4.0,yes,yes
P0380,Comfort Contact Lens 380,Contact Lenses,Contact Lenses,Bausch & Lomb,172.82,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,monthly,yes,Mitsui Outlet Park,Sepang,in_stock,4.2,no,yes
P0381,Comfort Contact Lens 381,Contact Lenses,Contact Lenses,Acuvue,206.54,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,extended wear comfort,monthly,yes,Mitsui Outlet Park,Sepang,in_stock,4.2,no,yes
P0382,Comfort Contact Lens 382,Contact Lenses,Contact Lenses,Acuvue,209.12,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,extended wear comfort,monthly,no,Aeon Mall Nilai,Nilai,low_stock,4.3,yes,yes
P0383,Comfort Contact Lens 383,Contact Lenses,Contact Lenses,Bausch & Lomb,129.75,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,monthly,yes,Melawati Mall,Kuala Lumpur,low_stock,4.6,no,no
P0384,Comfort Contact Lens 384,Contact Lenses,Contact Lenses,Bausch & Lomb,111.58,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,hydrogel technology,monthly,no,Aeon Mall Nilai,Nilai,in_stock,4.1,no,yes
P0385,Comfort Contact Lens 385,Contact Lenses,Contact Lenses,Acuvue,160.21,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,moisture retention,monthly,no,Mitsui Outlet Park,Sepang,low_stock,4.4,yes,yes
P0386,Comfort Contact Lens 386,Contact Lenses,Contact Lenses,Acuvue,200.76,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,extended wear comfort,monthly,yes,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.8,yes,yes
P0387,Comfort Contact Lens 387,Contact Lenses,Contact Lenses,Acuvue,158.03,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,daily,yes,Melawati Mall,Kuala Lumpur,low_stock,4.7,yes,yes
P0388,Comfort Contact Lens 388,Contact Lenses,Contact Lenses,Bausch & Lomb,214.57,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,monthly,no,Melawati Mall,Kuala Lumpur,low_stock,4.1,yes,yes
P0389,Comfort Contact Lens 389,Contact Lenses,Contact Lenses,Acuvue,83.67,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,monthly,yes,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.2,yes,no
P0390,Comfort Contact Lens 390,Contact Lenses,Contact Lenses,Bausch & Lomb,98.77,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,UV blocking,monthly,no,Aeon Mall Nilai,Nilai,in_stock,4.7,no,no
P0391,Comfort Contact Lens 391,Contact Lenses,Contact Lenses,Acuvue,107.06,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,UV blocking,daily,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.7,no,yes
P0392,Comfort Contact Lens 392,Contact Lenses,Contact Lenses,Acuvue,89.26,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,extended wear comfort,monthly,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.7,yes,no
P0393,Comfort Contact Lens 393,Contact Lenses,Contact Lenses,Acuvue,165.11,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,extended wear comfort,monthly,no,Mitsui Outlet Park,Sepang,low_stock,4.5,yes,yes
P0394,Comfort Contact Lens 394,Contact Lenses,Contact Lenses,Bausch & Lomb,195.78,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,extended wear comfort,daily,yes,Mitsui Outlet Park,Sepang,low_stock,4.8,yes,no
P0395,Comfort Contact Lens 395,Contact Lenses,Contact Lenses,Acuvue,120.77,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,UV blocking,monthly,no,Aeon Mall Nilai,Nilai,low_stock,4.4,no,no
P0396,Comfort Contact Lens 396,Contact Lenses,Contact Lenses,Acuvue,144.9,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,moisture retention,monthly,yes,Aeon Mall Nilai,Nilai,in_stock,4.1,yes,no
P0397,Comfort Contact Lens 397,Contact Lenses,Contact Lenses,Bausch & Lomb,143.12,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,UV blocking,daily,no,Mitsui Outlet Park,Sepang,in_stock,4.7,yes,no
P0398,Comfort Contact Lens 398,Contact Lenses,Contact Lenses,Acuvue,180.57,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,oxygen permeable,daily,yes,Melawati Mall,Kuala Lumpur,in_stock,4.6,no,yes
P0399,Comfort Contact Lens 399,Contact Lenses,Contact Lenses,Acuvue,133.02,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,oxygen permeable,monthly,yes,Mitsui Outlet Park,Sepang,in_stock,4.7,yes,yes
P0400,Comfort Contact Lens 400,Contact Lenses,Contact Lenses,Acuvue,187.68,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,UV blocking,daily,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.2,no,no
P0401,Comfort Contact Lens 401,Contact Lenses,Contact Lenses,Acuvue,205.8,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,extended wear comfort,daily,yes,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.0,no,no
P0402,Comfort Contact Lens 402,Contact Lenses,Contact Lenses,Bausch & Lomb,113.3,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,UV blocking,monthly,no,Aeon Mall Nilai,Nilai,low_stock,4.4,yes,yes
P0403,Comfort Contact Lens 403,Contact Lenses,Contact Lenses,Acuvue,86.85,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,moisture retention,daily,yes,Melawati Mall,Kuala Lumpur,low_stock,4.0,yes,no
P0404,Comfort Contact Lens 404,Contact Lenses,Contact Lenses,Acuvue,86.86,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,UV blocking,monthly,yes,Melawati Mall,Kuala Lumpur,in_stock,4.5,yes,no
P0405,Comfort Contact Lens 405,Contact Lenses,Contact Lenses,Acuvue,93.04,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,moisture retention,monthly,no,Melawati Mall,Kuala Lumpur,low_stock,4.7,yes,no
P0406,Comfort Contact Lens 406,Contact Lenses,Contact Lenses,Bausch & Lomb,145.91,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,extended wear comfort,daily,no,Aeon Mall Nilai,Nilai,low_stock,4.4,yes,yes
P0407,Comfort Contact Lens 407,Contact Lenses,Contact Lenses,Acuvue,159.99,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,multifocal,hydrogel technology,daily,no,Aeon Mall Nilai,Nilai,low_stock,4.3,no,no
P0408,Comfort Contact Lens 408,Contact Lenses,Contact Lenses,Acuvue,166.0,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,UV blocking,monthly,no,Melawati Mall,Kuala Lumpur,low_stock,4.6,yes,no
P0409,Comfort Contact Lens 409,Contact Lenses,Contact Lenses,Acuvue,96.55,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,moisture retention,monthly,yes,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.6,no,no
P0410,Comfort Contact Lens 410,Contact Lenses,Contact Lenses,Bausch & Lomb,128.95,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,extended wear comfort,daily,yes,Aeon Mall Nilai,Nilai,in_stock,4.6,no,yes
P0411,Comfort Contact Lens 411,Contact Lenses,Contact Lenses,Bausch & Lomb,150.94,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,single vision,hydrogel technology,monthly,yes,Melawati Mall,Kuala Lumpur,in_stock,4.5,no,no
P0412,Comfort Contact Lens 412,Contact Lenses,Contact Lenses,Acuvue,107.16,Soft disposable contact lenses,,,,unisex,N/A,N/A,N/A,,toric,extended wear comfort,monthly,no,Aeon Mall Nilai,Nilai,low_stock,4.6,yes,no
